,Nom Voiture,Prix,Marque de voiture,Model,Année,Carburant,Etat,Boîte de vitesse,Couleur,Puissance fiscale,Cylindrée,Kilométrage,il y a 5 heures,il y a 9 jours,il y a 11 jours,il y a 12 jours,il y a 22 jours,il y a 21 jours,il y a un mois,il y a 25 jours,il y a 2 mois,il y a 10 jours,il y a 3 mois,il y a 13 jours,il y a 4 mois,il y a 5 mois,il y a 6 mois,il y a 7 mois,il y a 8 mois,il y a 5 jours,il y a 9 mois,il y a 10 mois,il y a un an
4225,Vente,38.000,Nissan,Qashqai,2010,Diesel,Occasion,Manuelle,noir,6,1.2,244000,,,,,,,,,,,,,,,,,,,,,
4226,Kia picanto,35.800,Kia,Picanto,2019,Essence,Occasion,Manuelle,gris,4,1.0,53000,,,,,,,,,,,,,,,,,,,,,
4227,Mégane,16.500,Renault,Megane,2004,Essence,Occasion,Manuelle,noir,6,1.4,280000,,,,,,,,,,,,,,,,,,,,,
4228,Mahindra k8,1,Mahindra,Autres,2018,Essence,Occasion,Manuelle,blanc,5,1.2,120000,,,,,,,,,,,,,,,,,,,,,
4229,Voiture Chevrolet spark a vendre,25.900,Chevrolet,Spark,2016,Essence,Occasion,Manuelle,blanc,5,1.2,130,,,,,,,,,,,,,,,,,,,,,
4230,Exceptionnelle !,32.000,Alfa Romeo,Mito,2011,Essence,Occasion,Manuelle,rouge,5,1.4,178000,,,,,,,,,,,,,,,,,,,,,
4231,C 3 a vendre,25.000,Citroen,C3,2012,Essence,Occasion,Manuelle,bleu,5,1.2,212000,,,,,,,,,,,,,,,,,,,,,
4232,Fiat marea,13.000,Fiat,Marea,2001,Essence,Occasion,Manuelle,gris,6,1.2,450000,,,,,,,,,,,,,,,,,,,,,
4233,Kia picanto,30.000,Kia,Picanto,2016,Essence,Occasion,Manuelle,blanc,4,1.2,138000,,,,,,,,,,,,,,,,,,,,,
4234,Chery QQ,24.700,Chery,QQ,2022,Essence,Occasion,Manuelle,rouge,4,1.2,47000,,,,,,,,,,,,,,,,,,,,,
4235,opel astra F,10.500,Opel,Astra,1999,Diesel,Occasion,Manuelle,vert,5,1.7,250000,,,,,,,,,,,,,,,,,,,,,
4236,Sfax,18.500,Volkswagen,Golf,2000,Essence,Occasion,Manuelle,noir,5,>4.0,29,,,,,,,,,,,,,,,,,,,,,
4237,Megane cascette,15.500,Renault,Megane,2003,Diesel,Occasion,Manuelle,bleu,5,1.9,380,,,,,,,,,,,,,,,,,,,,,
4238,كميونة جديدة للبيع,45.000,Shuanghuan,Autres,2022,Essence,Occasion,Manuelle,gris,7,>4.0,16351,,,,,,,,,,,,,,,,,,,,,
4239,المنيهلة اريانة,,Isuzu,Autres,1992,Diesel,Occasion,Manuelle,blanc,9,3.0,67467,,,,,,,,,,,,,,,,,,,,,
4240,Mercedes benz,42,Mercedes,Classe C,2009,Diesel,Occasion,Automatique,gris,10,2.0,290,,,,,,,,,,,,,,,,,,,,,
4241,Camion TATA Double Cabine 78.000Km Octobre 2018TATA Double Cabine 78.000Km Octobre 2018,1,Autres,Autres,2018,Diesel,Occasion,Manuelle,blanc,7,2.2,78000,,,,,,,,,,,,,,,,,,,,Ajouter un commentaire,
4242,Golf 5,25.500,Volkswagen,Golf,2005,Diesel,Occasion,Manuelle,gris,6,1.9,234000,,,,,,,,,,,,,,,,,,,,,
4243,Fiat palio,11.200,Fiat,Palio,2002,Essence,Occasion,Manuelle,noir,4,1.2,360,,,,,,,,,,,,,,,,,,,,,
4244,Jolie K9,52.000,Peugeot,Partner,2020,Diesel,Occasion,Manuelle,marron,6,1.4,45000,,,,,,,,,,,,,,,,,,,,,
4245,hyundai i20,,Hyundai,I20,2020,Essence,Occasion,Manuelle,Autres,5,1.2,70,,,,,,,,,,,,,,,,,,,,,
4246,FORD FIESTA Titanium 2014,31.000,Ford,Fiesta,2014,Essence,Occasion,Manuelle,Autres,5,>4.0,149000,,,,,,,,,,,,,,,,,,,,,
4247,C1 a vendre,22.500,Citroen,C1,2010,Essence,Occasion,Manuelle,noir,4,3.0,157000,,,,,,,,,,,,,,,,,,,,,
4248,Touareg,43.000,Volkswagen,Touareg,2007,Diesel,Occasion,Automatique,noir,14,3.0,390000,,,,,,,,,,,,,,,,,,,,,
4249,Voiture C8,26.000,Citroen,C8,2003,Diesel,Occasion,Manuelle,Autres,7,2.0,350000,,,,,,,,,,,,,,,,,,,,,
4250,Grande Punto très propre,29.200,Fiat,Grande Punto,2016,Essence,Occasion,Manuelle,Autres,4,1.2,141000,,,,,,,,,,,,,,,,,,,,,
4251,BMW X1,112,Bmw,BMW X1,2020,Essence,Occasion,Automatique,gris,8,1.8,74000,,,,,,,,,,,,,,,,,,,,,
4252,dacia dokker van,31,Dacia,Dokker,2019,Diesel,Occasion,Manuelle,gris,6,1.5,140,,,,,,,,,,,,,,,,,,,,,
4253,Haval H6 faible kilométrage 1ère main,85.000,Autres,Autres,2019,Essence,Occasion,Automatique,noir,9,1.5,68800,,,,,,,,,,,,,,,,,,,,,
4254,peugeot partner,,Peugeot,Partner,2008,Diesel,Occasion,Manuelle,blanc,7,1.9,197000,,,,,,,,,,,,,,,,,,,,,
4255,JEEP 4X4,1,Jeep,Autres,1998,Diesel,Occasion,Automatique,Autres,10,3.0,193000,,,,,,,,,,,,,,,,,,,,,
4256,Hyundai i20,,Hyundai,I20,2019,Essence,Occasion,Manuelle,gris,5,1.2,100,,,,,,,,,,,,,,,,,,,,,
4257,Fiat doblo 2016 première main,,Fiat,Doblo,2016,Diesel,Occasion,Manuelle,blanc,5,1.3,200,,,,,,,,,,,,,,,,,,,,,
4258,AVENDRE HAVAL H6 Première main,,Autres,Autres,2020,Essence,Occasion,Automatique,noir,9,1.4,60,,,,,,,,,,,,,,,,,,,,,
4259,Polo 7 ndhifa,27.000,Volkswagen,Polo,2010,Essence,Occasion,Manuelle,gris,5,3.0,160,,,,,,,,,,,,,,,,,,,,,
4260,A vendre,,Autres,Autres,2017,Essence,Occasion,Manuelle,blanc,7,1.5,100000,,,,,,,,,,,,,,,,,,,,,
4261,Vente 208 4ch année 2022,44,Peugeot,208,2022,Essence,Occasion,Manuelle,noir,4,1.2,42000,,,,,,,,,,,,,,,,,,,,,
4262,🚘 OPEL CORSA Swing 🚘,12.000,Opel,Astra,1999,Essence,Occasion,Manuelle,noir,4,1.0,290000,,,,,,,,,,,,,,,,,,,,,
4263,Clio campus,25,Renault,Clio,2010,Essence,Occasion,Manuelle,gris,4,1.2,196000,,,,,,,,,Ajouter un commentaire,,,,,,,,,,,,
4264,106 ndhifa mta3 ksiba,8.000,Peugeot,106,1996,Essence,Occasion,Manuelle,bleu,5,1.2,20000,,,,,,,,,,,,,,,,,,,,,
4265,Great Wall M4,1,Great Wall,M4,2020,Essence,Occasion,Manuelle,orange,6,1.4,85000,,,,,,,,,,,,,,,,,,,,,
4266,Hyundai i20 disponible à Médenine,,Hyundai,I20,2020,Essence,Occasion,Manuelle,blanc,5,1.2,90000,,,,,,,,,,,,,,,,,,,,,
4267,A vendre une belle Ford figo,23,Ford,,2014,Essence,Occasion,Manuelle,beige,5,1.2,200000,,,,,,,,,,,,,,,,,,,,,
4268,Golf 7 kit-R Line Essence,83.000,Volkswagen,Golf,2018,Essence,Occasion,Manuelle,noir,6,1.0,130000,,,,,,,,,,,,,,,,,,,,,
4269,206 hdi 1.4,10.500,Peugeot,206,2007,Diesel,Occasion,Manuelle,bleu,4,1.4,1,,,,,,,,,,,,,,,,,,,,,
4270,C 1 en très bon état,22.500,Citroen,C1,2010,Essence,Occasion,Manuelle,noir,4,3.0,156000,,,,,,,,,,,,,,,,,,,,,
4271,Voiture à vendre,,Daewoo,Autres,1991,Essence,Occasion,Manuelle,rose,4,1.2,1,,,,,,,,,,,,,,,,,,,,,
4272,Voiture à vendre,40.000,Dacia,Duster,2013,Essence,Occasion,Manuelle,marron,7,1.6,145000,,,,,,,,,,,,,,,,,,,,,
4273,Citroën c3,,Citroen,C3,2009,Essence,Occasion,Manuelle,gris,5,1.4,189000,,,,,,,,,,,,,,,,,,,,,
4274,Renault modus 2012 essence 6ch,25.500,Renault,Modus,2012,Essence,Occasion,Manuelle,gris,6,1.2,169000,,,,,,,,,,,,,,,,,,,,,
4275,Mitsubishi l200 4*4,47.500,Mitsubishi,Autres,2011,Diesel,Occasion,Manuelle,bleu,10,2.0,286200,,,,,,,,,,,,,,,,,,,,,
4276,Toyota aygo,30.000,Toyota,Aygo,2017,Essence,Occasion,Manuelle,rouge,4,1.0,89000,,,,,,,,,,,,,,,,,,,,,
4277,Fiat punto,8,Ford,Fiesta,2004,Essence,Occasion,Manuelle,vert,4,1.0,20,,,,,,,,,,,,,,,,,,,,,
4278,R21 للبيع,,Peugeot,407,2010,Diesel,Occasion,Manuelle,blanc,8,>4.0,10000,,,,,,,,,,,,,,,,,,,,,
4279,7ajaa behiaaa,19.000,Volkswagen,Polo,2006,Essence,Occasion,Manuelle,bleu,4,3.0,274457,,,,,,,,,,,,,,,,,,,,,
4280,CITROEN C3 IMPORTEE,38.000,Citroen,C3,2011,Diesel,Occasion,Manuelle,noir,4,1.6,111149,,,,,,,,,,,,,,,,,,,,,
4281,207 peugeot,,Peugeot,207,2010,Essence,Occasion,Manuelle,gris,6,1.4,233000,,,,,,,,,,,,,,,,,,,,,
4282,Tlf. 22101114,1,Chery,A5,2018,Essence,Occasion,Manuelle,bleu,7,1.6,71000,,,,,,,,,,,,,,,,,,,,,
4283,Fiat panda cross 1ére main,,Fiat,Panda,2022,Essence,Occasion,Manuelle,gris,4,1.0,4000,,,,,,,,,,,,,,,,,,,,,
4284,Mercedes glc 300e,255,Mercedes,GLC,2020,Hybride,Occasion,Automatique,noir,12,2.0,61,,,,,,,,,,,,,,,,,,,,,
4285,Nemo à vendre,24.000,Citroen,Nemo Combi,2015,Diesel,Occasion,Manuelle,blanc,6,1.2,205,,,,,,,,,,,,,,,,,,,,,
4286,AUDI A4 1.8T,44.000,Audi,Audi A4,2013,Essence,Occasion,Automatique,blanc,7,1.8,270000,,,,,,,,,,,,,,,,,,,,,
4287,Passat,11.111.110.700,Volkswagen,Passat,2010,Diesel,Occasion,Manuelle,noir,8,2.0,300000,,,,,,,,,,,,,,,,,,,,,
4288,Voiture très propre,38.000,Hyundai,I20,2018,Essence,Occasion,Manuelle,blanc,5,1.2,146000,,,,,,,,,,,,,,,,,,,,,
4289,A vendre passat cc,76.000,Volkswagen,,2014,Essence,Occasion,Automatique,beige,9,1.8,74989,,,,,,,,,,,,,,,,,,,,,
4290,208 a vendre,32.500,Peugeot,208,2018,Essence,Occasion,Manuelle,gris,5,1.2,99000,,,,,,,,,,,,,,,,,,,,,
4291,Kia rio,19.800,Kia,Rio,2010,Essence,Occasion,Manuelle,noir,8,>4.0,147,,,,,,,,,,,,,,,,,,,,,
4292,Voiture Dongfeng SX3,61.000,Autres,Autres,2021,Essence,Occasion,Manuelle,beige,8,1.6,55000,,,,,,,,,,,,,,,,,,,,,
4293,Kia Rio ksiba,38.900,Kia,Rio,2014,Essence,Occasion,Manuelle,bleu,5,1.2,146,,,,,,,,,,,,,,,,,,,,,
4294,Avendre golf 5 1.9 Tdi première main T. O,100,Volkswagen,Golf,2006,Diesel,Occasion,Manuelle,noir,6,1.9,271584,,,,,,,,,,,,,,,,,,,,,
4295,اوراق  الكل  مريقلين,5.500,Citroen,Ax,1995,Essence,Occasion,Manuelle,blanc,4,1.1,400,,,,,,,,,,,,,,,,,,,,,
4296,Citroën C4,28.600,Citroen,C4,2012,Essence,Occasion,Manuelle,noir,6,1.4,220000,,,,,,,,,,,,,,,,,,,,,
4297,Smart fotwo,22.000,Smart,Fortwo,2010,Essence,Occasion,Automatique,bleu,4,2.0,121000,,,,,,,,,,,,,,,,,,,,,
4298,Citroën jumpy 9 place d'origine,,Citroen,Jumpy,2017,Diesel,Occasion,Manuelle,blanc,6,1.6,1111,,,,,,,,,,,,,,,,,,,,,
4299,Chevrolet cruze,29.000,Corvette,Autres,2017,Essence,Occasion,Manuelle,gris,7,1.6,300000,,,,,,,,,,,,,,,,,,,,,
4300,Mercedes 220 s350,55.000,Mercedes,Classe S,2003,Essence,Occasion,Automatique,gris,10,3.5,168000,,,,,,,,,,,,,,,,,,,,,
4301,Golf 7,,Volkswagen,Golf,2017,Essence,Occasion,Manuelle,blanc,6,1.2,167,,,,,,,,,,,,,,,,,,,,,
4302,Passat cc sport,70,Volkswagen,Passat,2014,Essence,Occasion,Automatique,gris,9,1.8,76000,,,,,,,,,,,,,,,,,,,,,
4303,Megane sedan 1er main,70.000,Renault,Megane,2019,Essence,Occasion,Manuelle,gris,7,1.2,38000,,,,,,,,,,,,,,,,,,,,,
4304,Voiture excellente état,21,Chevrolet,,2009,Essence,Occasion,Manuelle,noir,4,1.4,200,,,,,,,,,,,,,,,,,,,,,
4305,C4 PICASSO,10,Citroen,C4,2007,Diesel,Occasion,Manuelle,noir,6,1.0,200000,,,,,,,,,,,,,,,,,,,,Ajouter un commentaire,
4306,Sfax,,Volkswagen,Golf,2008,Essence,Occasion,Manuelle,noir,5,1.4,290,,,,,,,,,,,,,,,,,,,,,
4307,Fiat Grandi Punto tel: 99611885,24.000,Fiat,Grande Punto,2009,Essence,Occasion,Manuelle,gris,5,1.2,187000,,,,,,,,,,,,,,,,,,,,,
4308,207 HDI 1.4 Edition 64,29.500,Peugeot,207,2011,Diesel,Occasion,Manuelle,blanc,4,1.4,237,,,,,,,,,,,,,,,,,,,,,
4309,Golf 7,68,Volkswagen,Golf,2019,Essence,Occasion,Automatique,gris,5,1.0,100,,,,,,,,,,,,,,,,,,,,,
4310,Seat ibiza fr,,,,,,Occasion,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,Opel corsa b,11.500,Opel,Corsa,1996,Essence,Occasion,Manuelle,blanc,5,1.2,350000,,,,,,,,,,,,,,,,,,,,,
4312,hyundai i20,42.500,Hyundai,I20,2020,Essence,Occasion,Manuelle,gris,5,>4.0,85000,,,,,,,,,,,,,,,,,,,,,
4313,PEUGEOT PARTNER B9 IMPORTÉ SERIE 241,43.500,Peugeot,Partner,2019,Diesel,Occasion,Manuelle,blanc,5,1.6,101000,,,,,,,,,,,,,,,,,,,,,
4314,Golf 8 United,,Volkswagen,Golf,2021,Essence,Occasion,Manuelle,gris,6,1.6,72000,,,,,,,,,,,,,,,,,,,,,
4315,Chevrolet Aveo LS,,Chevrolet,Aveo,2013,Essence,Occasion,Manuelle,noir,5,1.2,200000,,,,,,,,,,,,,,,,,,,,,
4316,Mini countryman,34.900,Mini,Mini,2012,Essence,Occasion,Manuelle,rouge,7,1.6,150000,,,,,,,,,,,,,,,,,,,,,
4317,Voiture ndifa barcha,,Seat,Ibiza,2015,Essence,Occasion,Manuelle,noir,5,1.2,1700,,,,,,,,,,,,,,,,,,,,,
4318,Grandi punto evo 2013,21.000,Fiat,Grande Punto,2013,Essence,Occasion,Manuelle,noir,5,1.2,300000,,,,,,,,,,,,,,,,,,,,,
4319,PEUGEOT PARTNER 20 Mille kilometre,50.000,Peugeot,Partner,2021,Diesel,Occasion,Manuelle,noir,6,1.6,20,,,,,,,,,,,,,,,,,,,,,
4320,A vendre une FIAT DOBLO,,Fiat,Doblo,2016,Diesel,Occasion,Manuelle,blanc,5,1.3,200,,,,,,,,,,,,,,,,,,,,,
4321,Peugeot 107 très propre,,Peugeot,107,2012,Essence,Occasion,Manuelle,gris,4,1.2,150,,,,,,,,,,,,,,,,,,,,,
4322,Mercedes C200 Amg,2,Mercedes,Classe C,2022,Essence,Occasion,Automatique,noir,11,1.5,23000,,,,,,,,,,,,,,,,,,,,,
4323,Bizerte,240.000,Peugeot,207,2012,Diesel,Occasion,Manuelle,blanc,4,1.4,380,,,,,,,,,,,,,,,,,,,,,
4324,Clio pres compus 1.4,23,Renault,Clio,2005,Essence,Occasion,Manuelle,vert,6,1.4,197,,,,,,,,,,,,,,,,,,,,,
4325,A vendre polo6,22,Volkswagen,Polo,2008,Essence,Occasion,Manuelle,Autres,4,1.2,240,,,,,,,,,,,,,Ajouter un commentaire,,,,,,,,
4326,Hyundai i10,,Hyundai,I10,2017,Essence,Occasion,Manuelle,noir,5,1.2,110000,,,,,,,,,,,,,,,,,,,,,
4327,A VENDRE  PEUGEOT 2008,48.000,Peugeot,2008,2018,Essence,Occasion,Manuelle,blanc,5,1.4,84065,,,,,,,,,,,,,,,,,,,,,
4328,Clio classique,12,Renault,Clio,2005,Essence,Occasion,Manuelle,bleu,5,>4.0,220,,,,,,,,,,,,,,,,,,,,Ajouter un commentaire,
4329,AMAROK,,Volkswagen,Autres,2015,Diesel,Occasion,Manuelle,noir,7,2.0,150000,,,,,,,,,,,,,,,,,,,,,
4330,belle clio 3,17.000,Renault,Clio,2010,Diesel,Occasion,Manuelle,noir,5,1.5,300000,,,,,,,,,,,,,,,,,,,,,
4331,POLO7.   4CV. ____TU147,25.000,Volkswagen,Polo,2010,Essence,Occasion,Manuelle,blanc,4,1.2,2,,,,,,,,,,,,,,,,,,,,Ajouter un commentaire,
4332,chevrolet cruze 1ère main,38.000,Chevrolet,Cruze,2018,Essence,Occasion,Manuelle,noir,7,1.6,95000,,,,,,,,,,,,,,,,,,,,,
4333,Mercedes Benz classe S 500,105.000,Mercedes,Classe S,2006,Essence,Occasion,Automatique,bleu,25,>4.0,163000,,,,,,,,,,,,,,,,,,,,,
4334,Audi A4,45.000,Audi,Audi A4,2013,Essence,Occasion,Manuelle,blanc,7,1.8,203000,,,,,,,,,,,,,,,,,,,,,
4335,فرصة,27,Seat,Ibiza,2014,Essence,Occasion,Manuelle,blanc,5,1.2,163,,,,,,,,,,,,,,,,,,,,,
4336,Fiat grande punto 5cv,1,Fiat,Grande Punto,2008,Essence,Occasion,Manuelle,Autres,5,1.4,250,,,,,,,,,,,,,,,,,,,,,
4337,Toyota C-HR très bon état,70.000,Toyota,C-hr,2018,Essence,Occasion,Automatique,gris,6,1.2,120000,,,,,,,,,,,,,,,,,,,,,
4338,A VENDRE,22.000,Mercedes,Autres,2006,Essence,Occasion,Automatique,noir,6,1.4,240000,,,,,,,,,,,,,,Ajouter un commentaire,,,,,,,
4339,kia optima,1.100,Kia,Optima,2012,Essence,Occasion,Manuelle,blanc,10,2.0,177000,,,,,,,,,,,,,,,,,,,Ajouter un commentaire,,
4340,Peugeot 308 importé du Golf,27.000,Peugeot,308,2009,Essence,Occasion,Automatique,noir,7,1.6,185000,,,,,,,,,,,,,,,,,,,,,
4341,Fiat punto 1,11.500,Fiat,Punto,1999,Essence,Occasion,Manuelle,blanc,4,1.0,205000,,,,,,,,,,,,,,,,,,,,,
4342,Bmw f30 phase 2 318i,77,Bmw,Autre,2018,Essence,Occasion,Automatique,blanc,7,1.4,140,,,,,,,,,,,,,,,,,,,,,
4343,للبيع,9.500,Peugeot,Boxer,2004,Diesel,Occasion,Manuelle,blanc,7,1.0,1255,,,,,,,,,,,,,,,,,,,,,
4344,Toyota,35.000,Toyota,Yaris,2014,Essence,Occasion,Manuelle,crème,5,1.3,193750,,,,,,,,,,,,,,,,,,,,,
4345,Peugeot 301 pure teck,29.500,Peugeot,Autres,2020,Essence,Occasion,Manuelle,gris,5,>4.0,119,,,,,,,,,,,,,,,,,,,,,
4346,C4 ehdi importée,37.000,Citroen,C4,2012,Diesel,Occasion,Manuelle,noir,5,1.6,212000,,,,,,,,,,,,,,,,,,,,,
4347,Voiture C5 1.6 hdi,,Citroen,C5,2010,Diesel,Occasion,Manuelle,blanc,6,1.6,220000,,,,,,,,,,,,,,,,,,,,,
4348,Kia Rio tout options,36.000,Kia,Rio,2016,Essence,Occasion,Manuelle,marron,5,1.2,183000,,,,,,,,,,,,,,,,,,,,,
4349,Passat b7,28.500,Volkswagen,Passat,2007,Essence,Occasion,Manuelle,gris,7,1.6,235000,,,,,,,,,,,,,,,,,,,,,
4350,Mazda CX-7,31.000,Mazda,CX-7,2010,Essence,Occasion,Automatique,gris,17,3.0,170831,,,,,,,,,,,,,,,,,,,,,
4351,للبيع أو تبديل,16.000,Fiat,Seicento,2007,Essence,Occasion,Manuelle,noir,5,1.2,300,,,,,,,,,,,,,,,,,,,,,
4352,nissan micra première main,111,Nissan,Micra,2019,Essence,Occasion,Manuelle,bleu,5,1.2,57000,,,,,,,,,,,,,,,,,,,,,
4353,Taxis à vendre sur luzing kimbilette 1180,34.000,Peugeot,208,2023,Diesel,Neuf,Manuelle,blanc,5,1.4,100,,,,,,,,,,,,,,,,,,,,,
4354,Peugeot pick-up modèle 2018,42,Peugeot,Autres,2018,Diesel,Occasion,Manuelle,vert,8,2.5,186,,,,,,,,,,,,,,,,,,,,,
4355,megane 2 casquette,19.000,Renault,Megane,2006,Diesel,Occasion,Manuelle,noir,5,1.5,240000,,,,,,,,,,,,,,,,,,,,,
4356,Hyundai i10,25.000,Hyundai,I10,2013,Essence,Occasion,Manuelle,gris,4,1.1,169998,,,,,,,,,,,,,,,,,,,,,
4357,Megane importé,,Renault,Megane,2019,Diesel,Occasion,Manuelle,blanc,5,1.5,100000,,,,,,,,,,,,,,,,,,,,,
4358,A vendre Citroën C3 Picasso,21.000,Citroen,C3,2010,Diesel,Occasion,Manuelle,rouge,6,1.6,366000,,,,,,,,,,,,,,,,,,,,,
4359,Citroën C 5,32,Citroen,C5,2010,Diesel,Occasion,Manuelle,gris,6,1.6,1,,,,,,,,,,,,,,,,,,,,,
4360,DACIA DOKKER VAN LUX,33.000,Dacia,Dokker,2020,Diesel,Occasion,Manuelle,blanc,6,3.0,174999,,,,,,,,,,,,,,,,,,,,,
4361,206 a vendre,11.200,Peugeot,206,2001,Essence,Occasion,Manuelle,noir,4,1.1,300000,,,,,,,,,,,,,,,,,,,,,
4362,Hyundai Grand i 10,35.900,Hyundai,I10,2020,Essence,Occasion,Manuelle,blanc,5,1.2,82000,,,,,,,,,,,,,,,,,,,,,
4363,A vendre i20,,Hyundai,I20,2019,Essence,Occasion,Manuelle,gris,5,1.2,100,,,,,,,,,,,,,,,,,,,,,
4364,Mahindra kuv k6+,27.500,Mahindra,Autres,2019,Essence,Occasion,Manuelle,gris,5,1.2,64000,,,,,,,,,,,,,,,,,,,,,
4365,Kia rio,36.000,Kia,Rio,2012,Essence,Occasion,Manuelle,gris,5,1.4,190000,,,,,,,,,,,,,,,,,,,,,
4366,Kia Sportage,,Kia,Sportage,2012,Diesel,Occasion,Manuelle,blanc,10,2.0,230000,,,,,,,,,,,,,,,,,,,,,
4367,A vendre,30.500,Hyundai,I10,2016,Essence,Occasion,Manuelle,gris,4,1.0,47000,,,,,,,,,,,,,,,,,,,,,
4368,Fiat grande punto 5cv,1,Fiat,Grande Punto,2009,Essence,Occasion,Manuelle,Autres,5,1.4,250,,,,,,,,,,,,,,,,,,,,,
4369,Kia Picanto,1,Kia,Picanto,2018,Essence,Occasion,Manuelle,blanc,4,1.2,100000,,,,,,,,,,,,,,,,,,,,,
4370,c elysee,22.500,Citroen,C-elysee,2015,Essence,Occasion,Manuelle,noir,5,1.0,122000,,,,,,,,,,,,,,,,,,,,,
4371,Une voiture etat neuf golf 6 a vendre,,Volkswagen,Golf,2011,Essence,Occasion,Manuelle,blanc,5,1.4,245,,,,,,,,,,,,,,,,,,,,,
4372,Bmw e34 moteur na7la m52b20,10.900,Bmw,BMW Serie 5,1991,Essence,Occasion,Manuelle,noir,11,2.0,290,,,,,,,,,,,,,,,,,,,,,
4373,Renault megane restyle 2021,9.861.013,Renault,Megane,2021,Diesel,Occasion,Automatique,gris,6,1.6,160000,,,,,,,,,,,,,,,,,,,,,
4374,symbol,1,Renault,Autres,2012,Essence,Occasion,Manuelle,noir,5,1.2,1,,,,,,,,,,,,,,,,,,,,,
4375,Polo 8,60.000,Volkswagen,Polo,2020,Essence,Occasion,Manuelle,orange,4,1.0,140000,,,,,,,,,,,,,,,,,,,,,
4376,Avendre citroen c 5 diesel t. O,23.041.320,Citroen,C5,2011,Diesel,Occasion,Manuelle,noir,6,1.6,271325,,,,,,,,,,,,,,,,,,,,,
4377,Clio capture très propre,18.500,Renault,Clio,2000,Essence,Occasion,Manuelle,noir,4,1.1,285,,,,,,,,,,,,,,,,,,,,,
4378,Je mets a vendre ma belle Mercedes,53.000,Mercedes,Classe E,2010,Diesel,Occasion,Automatique,blanc,10,2.2,260000,,,,,,,,,,,,,,,,,,,,,
4379,E36 320i,14.000,Bmw,BMW M3,1992,Essence,Occasion,Manuelle,bleu,8,2.5,200000,,,,,,,,,,,,,,,,,,,,,
4380,Peugeot 106  en très bon état,,Peugeot,106,2000,Essence,Occasion,Manuelle,rouge,4,1.2,250000,,,,,,,,,,,,,,,,,,,,,
4381,Hondy i10,,Hyundai,I10,2016,Essence,Occasion,Automatique,noir,5,1.2,105,,,,,,,,,,,,,,,,,,,,,
4382,passat b7,33,Volkswagen,Passat,2010,Essence,Occasion,Manuelle,gris,6,1.6,179,,,,,,,,,,,,,,,,,,,,,
4383,Polo 5,,Volkswagen,Polo,2003,Essence,Occasion,Manuelle,gris,4,3.0,300000,,,,,,,,,,,,,,,,,,,,,
4384,Mercedes 190D a vendre,9.200,Mercedes,190-series,1986,Diesel,Occasion,Manuelle,blanc,9,1.5,300,,,,,,,,,,,,,,,,,,,,,
4385,Mégane 3,11.111,Renault,Megane,2010,Essence,Occasion,Manuelle,rouge,7,1.4,174000,,,,,,,,,,,,,,,,,,,,,
4386,À vendre Audi A4,40.000,Audi,Audi A4,2013,Essence,Occasion,Manuelle,gris,7,1.8,217,,,,,,,,,,,,,,,,,,,,,
4387,voiture a vendre,115.000,Ford,Ranger,2014,Diesel,Occasion,Automatique,gris,7,3.0,53000,,,,,,,,,,,,,,,,,,,,,
4388,Megane scenic 1 phase 2,18.000,Renault,Scenic,2001,Essence,Occasion,Automatique,gris,7,1.6,200000,,,,,,,,,,,,,,,,,,,,,
4389,Je mets en vente Peugeot 107 4 portes,,Peugeot,107,2012,Essence,Occasion,Manuelle,gris,5,1.2,150,,,,,,,,,,,,,,,,,,,,,
4390,Toyota corolla,69.900,Toyota,Corolla,2020,Essence,Occasion,Manuelle,gris,6,1.4,48000,,,,,,,,,,,,,,,,,,,,,
4391,Golf7 1.0 essence 10/2019,1,Volkswagen,Golf,2019,Essence,Occasion,Manuelle,noir,6,1.0,126000,,,,,,,,,,,,,,,,,,,,,
4392,A vendre,,Peugeot,208,2020,Essence,Occasion,Manuelle,blanc,5,1.0,120000,,,,,,,,,,,,,,,,,,,,,
4393,peugeot 307 phase 2 montage oriental  khalij,,Peugeot,307,2007,Essence,Occasion,Manuelle,gris,7,1.4,150,,,,,,,,,,,,,,,,,,,,,
4394,chevrolet sonic,1,Chevrolet,Autres,2022,Essence,Occasion,Manuelle,noir,5,1.2,61000,,,,,,,,,,,,,,,,,,,,,
4395,I 10 populaire bako zéro kilomètres,43.500,Hyundai,I10,2023,Essence,Neuf,Manuelle,Autres,4,1.0,1,,,,,,,,,,,,,,,,,,,,,
4396,c3 a vendre,123,Citroen,C3,2012,Essence,Occasion,Manuelle,blanc,5,1.4,142000,,,,,,,,,,,,,,,,,,,,,
4397,Belle bmw coupe,,Bmw,Autre,2011,Diesel,Occasion,Manuelle,Autres,7,2.1,164,,,,,,,,,,,,,,,,,,,,,
4398,Peugeot 207 1.4 2011  6cv,24.000,Peugeot,207,2011,Essence,Occasion,Manuelle,noir,6,1.4,205000,,,,,,,,,,,,,,,,,,,,,
4399,Peugeot 407,111,Peugeot,407,2005,Diesel,Occasion,Manuelle,noir,6,1.6,370,,,,,,,,,,,,,,,,,,,,,
4400,voiture I20,46.000,Hyundai,I20,2021,Essence,Occasion,Manuelle,gris,5,1.4,79000,,,,,,,,,,,,,,,,,,,,,
